,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of  mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If maybe, what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,Which of the following best describes your work position?,Do you work remotely?,age_range
423,5,1,4,2,0,3,0,3,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,2,1,2,2,2,1,1,0,0,3,3,2,2,2,2,2,77,1,3,0,1,4,21,1,205,2,2
424,1,0,0,0,2,0,0,5,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,4,2,1,2,3,2,1,1,3,0,2,3,2,0,0,0,107,33,1,35,1,4,4,27,1,244,2,2
425,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,4,0,1,0,0,0,1,4,1,1,1,1,1,107,77,0,95,0,1,1,7,1,0,2,1
426,5,0,4,3,3,3,2,0,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,4,4,2,1,4,0,2,1,0,0,2,2,1,3,0,0,0,1,0,1,1,107,77,0,95,0,1,1,11,1,45,2,1
427,1,0,2,2,2,2,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,2,1,2,3,1,1,1,3,3,5,1,1,1,1,1,107,77,0,95,0,1,1,8,0,0,0,1
428,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,2,1,3,3,0,1,4,4,2,2,4,3,2,2,3,3,1,0,0,3,3,4,1,1,2,2,2,10,77,1,9,1,3,4,16,1,72,0,2
429,2,0,4,3,2,3,0,1,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,3,4,3,2,3,3,2,1,2,3,1,0,1,3,0,4,2,2,2,2,2,10,77,1,9,1,3,2,7,0,124,2,1
430,1,0,0,2,0,0,0,4,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,2,2,3,2,1,0,0,0,0,4,0,0,2,1,1,107,77,0,95,0,1,1,16,1,0,0,2
431,2,1,0,0,2,2,0,4,0,2,0,0,3,1,0,1,0,1,0,1,0,4,1,0,1,3,1,0,3,1,2,3,3,1,2,0,0,4,3,0,2,2,2,2,10,77,0,95,1,3,4,10,1,46,1,1
432,1,0,0,1,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,3,2,1,2,3,2,0,1,1,1,4,1,1,1,1,1,107,77,0,95,1,1,1,15,1,2,2,2
433,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,0,4,1,2,1,0,1,0,4,3,2,3,3,1,1,1,3,3,1,0,1,1,1,1,107,77,0,95,0,1,2,8,1,58,2,1
434,1,0,2,1,2,2,2,0,1,2,0,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,2,0,1,0,0,0,0,3,0,2,1,0,0,107,60,0,95,0,1,4,20,1,72,2,2
435,1,0,0,1,0,0,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,3,1,3,2,2,0,0,0,1,5,3,1,1,1,1,107,77,0,95,0,1,1,8,1,3,2,1
436,3,0,2,2,2,2,0,4,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,2,3,2,1,2,1,0,1,4,1,1,1,2,1,107,77,1,84,1,4,2,12,1,205,2,2
437,2,1,2,2,2,2,0,3,1,2,1,2,2,1,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,0,1,0,1,3,3,1,3,1,1,1,1,107,77,0,95,0,1,1,7,1,236,1,1
438,2,0,4,2,2,0,2,1,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,3,2,2,3,3,2,0,0,3,3,2,2,2,2,0,0,107,39,0,95,1,4,4,25,1,0,0,2
439,1,0,4,2,0,2,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,4,3,3,2,0,3,1,1,3,2,2,1,1,3,3,1,0,1,1,1,1,107,77,0,95,0,1,1,8,1,0,2,1
440,1,1,4,0,2,2,0,4,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,0,3,2,1,0,0,1,1,2,0,1,1,1,0,0,5,1,1,2,2,2,87,77,1,72,1,0,4,38,0,9,2,2
441,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,1,2,4,2,3,0,1,4,0,3,2,0,0,1,3,3,4,2,2,0,0,1,5,3,1,0,1,1,107,77,0,95,0,1,1,15,1,72,2,2
442,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,1,1,1,3,3,0,1,4,0,2,1,0,3,2,2,3,3,1,0,1,0,0,5,1,1,2,2,2,108,77,1,96,1,3,4,19,1,131,2,2
443,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,3,1,1,3,0,3,2,0,0,1,2,3,3,1,0,0,0,1,0,0,1,0,2,0,107,15,1,54,1,1,2,36,1,127,0,2
444,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,3,0,3,3,3,2,1,2,0,2,1,0,3,2,1,3,0,1,1,1,4,4,0,2,2,2,0,0,107,19,0,95,1,3,2,9,1,127,2,1
445,5,1,0,0,2,2,1,1,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,2,3,2,1,0,0,1,1,0,0,1,1,1,0,3,5,3,2,0,0,0,107,47,0,95,1,2,4,16,1,221,1,2
446,1,0,4,2,2,0,0,3,1,0,0,1,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,2,3,2,1,2,3,1,1,1,3,3,4,0,1,0,2,2,72,77,1,54,1,2,2,7,1,0,0,1
447,4,0,0,0,3,3,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,2,0,0,1,2,0,0,1,4,1,1,1,1,0,107,2,0,95,0,1,1,3,0,96,1,1
448,1,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,0,1,2,3,3,1,1,1,3,0,0,1,1,1,1,1,107,77,0,95,0,1,1,12,1,0,2,2
449,2,0,0,2,2,2,1,3,1,0,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,107,77,0,95,1,1,1,12,1,0,1,2
450,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,3,1,3,3,1,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,0,4,3,1,1,1,1,107,77,0,95,0,1,1,21,1,72,2,2
451,5,1,4,3,2,3,2,1,1,2,0,2,2,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,1,1,2,0,2,0,1,0,1,4,0,1,1,1,2,117,77,1,102,1,4,4,7,1,64,2,1
452,0,0,2,1,2,2,1,5,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,4,2,2,3,2,2,1,1,4,4,3,2,1,2,2,2,45,77,0,95,1,4,4,17,1,126,2,2
453,2,0,4,3,2,2,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,4,3,2,4,3,1,2,3,3,1,2,1,0,2,4,1,1,2,2,2,10,77,1,9,1,4,2,14,1,222,2,2
454,3,0,4,0,3,2,0,6,0,2,2,2,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,1,2,3,1,1,2,2,2,83,77,1,68,1,4,2,5,0,8,2,1
455,4,0,2,2,2,2,0,6,1,0,1,0,2,0,0,1,0,1,0,1,0,4,1,2,1,3,2,0,2,2,2,0,2,1,1,1,4,4,3,1,1,2,0,0,107,75,0,95,0,2,3,3,1,96,2,1
456,4,0,4,3,2,3,0,3,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,4,4,3,3,0,2,1,2,3,0,1,1,1,1,1,4,0,1,2,2,0,107,60,1,68,1,3,3,14,1,229,0,2
457,5,0,4,2,2,0,0,4,1,0,0,0,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,3,3,4,0,1,1,2,2,83,77,1,68,1,3,4,18,0,249,2,2
458,4,0,4,0,2,0,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,3,2,0,0,0,1,4,3,1,1,2,0,107,50,0,95,0,3,4,10,1,225,0,1
459,0,1,3,1,3,2,2,1,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,4,3,2,0,3,1,2,3,3,1,0,1,0,0,1,1,1,0,0,1,107,77,0,95,1,1,1,19,1,0,2,2
460,0,0,2,1,2,2,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,0,1,1,2,0,1,1,1,3,3,4,0,1,2,0,0,107,60,0,95,0,4,1,14,1,46,2,2
461,0,0,0,0,2,2,0,1,1,3,1,1,2,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,3,2,2,2,2,2,1,1,3,3,0,3,2,2,2,0,107,26,1,9,1,0,2,25,0,72,0,2
462,4,1,4,0,2,2,0,4,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,3,1,2,1,3,3,2,2,3,3,2,0,1,0,1,5,1,1,2,2,2,83,77,1,72,1,0,4,4,1,0,2,1
463,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,2,4,1,0,1,2,1,0,3,1,2,3,2,1,0,1,0,0,4,1,1,1,1,1,107,77,0,95,0,1,1,11,1,126,2,1
464,5,1,0,2,2,2,0,5,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,3,2,2,2,1,0,1,3,3,5,3,2,0,2,2,115,77,1,102,1,3,4,11,1,8,1,1
465,2,0,4,2,2,2,0,1,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,4,0,4,3,4,0,2,1,2,4,1,0,1,3,3,3,1,1,1,0,1,107,77,0,95,0,1,1,9,1,0,2,1
466,2,0,4,3,2,2,1,4,0,2,0,0,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,2,1,2,2,1,0,1,0,1,3,0,0,0,0,0,107,67,0,95,0,1,2,20,1,8,1,2
467,4,0,2,2,2,2,0,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,4,0,2,1,2,0,1,2,2,2,2,2,1,0,0,4,0,1,2,2,2,1,77,1,7,1,0,4,5,0,95,1,1
468,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,3,4,4,3,0,1,2,4,2,1,0,3,2,2,3,2,2,0,1,0,0,5,2,2,2,2,2,42,77,1,31,1,4,2,8,1,179,0,1
469,5,1,4,3,3,3,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,2,1,2,3,3,2,2,1,0,3,4,0,1,2,2,2,83,77,1,68,1,4,2,16,1,210,2,2
470,4,0,2,2,2,0,0,1,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,2,2,0,2,1,0,0,0,0,0,1,1,2,0,0,107,95,0,95,0,1,1,4,1,95,1,1
471,5,1,4,0,0,3,2,6,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,2,0,3,1,2,2,3,1,0,0,0,0,3,1,1,2,1,1,107,77,0,95,0,1,1,18,1,162,2,2
472,4,0,4,0,2,2,0,4,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,0,1,0,2,0,3,2,2,3,3,1,0,0,0,0,0,1,1,1,1,1,107,77,0,95,0,1,1,16,1,56,2,2
473,2,1,4,3,2,2,2,1,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,2,3,0,1,2,0,0,1,0,0,1,0,0,0,107,46,0,95,0,4,4,8,1,231,2,1
474,0,0,0,0,2,2,0,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,0,2,1,3,2,1,2,3,4,1,0,0,0,0,3,1,1,2,0,0,107,13,0,95,0,3,4,8,0,48,0,1
475,5,0,4,0,2,3,0,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,0,2,2,3,3,1,1,1,0,3,0,1,1,1,0,1,107,77,0,95,0,1,1,8,0,95,1,1
476,4,0,0,0,2,2,0,4,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,2,2,3,2,2,1,1,3,3,3,1,1,2,2,2,115,77,1,102,1,4,4,23,1,96,2,2
477,4,1,4,0,2,2,2,3,1,0,1,0,2,0,0,1,0,1,0,1,0,4,1,3,4,3,2,4,3,2,1,2,2,1,1,1,0,0,1,0,1,2,1,1,107,77,0,95,0,1,1,13,1,95,1,2
478,4,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,4,3,3,2,3,2,1,2,3,2,1,0,0,0,0,3,1,1,2,2,0,107,93,1,112,1,4,2,7,1,47,2,1
479,1,0,0,2,2,0,0,1,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,2,2,3,1,0,1,3,0,1,1,1,1,0,1,107,77,0,95,0,1,1,9,1,0,1,1
480,4,0,0,2,2,2,0,0,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,4,4,2,1,0,4,1,3,2,2,1,2,1,3,3,4,1,1,1,1,1,107,77,0,95,0,1,1,9,1,95,2,1
481,1,0,4,2,2,3,2,0,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,4,3,2,2,2,3,1,0,1,3,0,4,1,1,2,2,1,107,77,1,68,1,3,4,13,1,96,2,2
482,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,4,2,3,0,1,4,0,2,1,0,3,2,2,3,3,1,2,1,0,0,5,1,1,0,2,2,1,77,0,95,0,1,4,24,1,96,0,2
483,2,0,4,0,3,3,0,1,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,1,2,3,3,2,2,0,0,0,4,0,1,0,2,2,87,77,1,72,1,3,4,15,1,0,1,2
484,4,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,3,0,2,1,2,0,1,0,0,0,0,3,1,1,1,0,0,107,13,0,95,1,3,4,41,0,162,2,2
485,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,4,2,4,2,0,4,1,3,0,3,2,4,3,1,2,3,3,1,0,1,0,1,4,0,0,2,2,2,1,77,1,3,0,4,4,31,1,0,0,2
486,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,1,1,1,0,3,2,0,1,2,1,0,1,1,0,0,1,1,0,1,1,0,0,2,3,1,2,0,2,52,77,1,43,1,2,2,19,1,130,2,2
487,4,0,3,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,2,4,0,4,2,0,2,2,2,9,77,1,46,1,4,2,32,1,95,2,2
488,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,1,2,4,2,3,0,1,2,3,2,1,2,2,1,3,4,2,1,2,2,3,3,5,0,1,1,2,1,107,77,1,109,1,0,3,19,1,72,2,2
489,3,0,0,0,0,0,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,0,2,0,0,2,3,3,0,1,2,0,0,0,5,1,1,2,2,2,10,77,1,9,1,4,2,15,1,117,0,2
490,4,0,2,1,2,2,0,3,1,0,2,0,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,3,1,4,1,1,1,2,0,107,13,1,9,1,4,4,24,1,96,0,2
491,1,0,4,2,2,3,0,3,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,1,2,3,3,2,0,1,3,0,1,3,0,1,1,0,107,89,0,95,0,1,3,24,0,45,2,2
492,4,0,2,0,3,2,0,3,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,2,1,3,1,2,4,1,3,3,2,3,1,1,4,0,5,3,0,2,2,2,10,77,1,68,1,2,2,25,1,45,0,2
493,1,0,0,2,2,0,0,6,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,3,2,1,1,1,3,0,0,0,1,0,0,0,107,60,1,68,1,3,4,16,1,45,2,2
494,2,0,4,3,2,0,0,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,1,2,1,0,3,2,2,3,3,1,2,0,0,1,4,1,1,1,1,1,107,77,0,95,0,1,1,31,1,0,0,2
495,1,0,4,3,2,2,2,5,1,2,0,2,0,0,0,1,0,1,0,1,0,4,1,4,0,3,2,4,3,2,2,2,3,1,2,0,0,0,0,1,1,1,2,0,107,11,1,111,1,3,2,10,1,46,2,1
496,1,0,4,3,3,2,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,4,3,1,4,0,1,0,0,2,2,5,1,1,2,1,2,10,77,1,9,1,3,2,10,1,95,1,1
497,3,1,4,2,2,0,0,6,1,0,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,0,2,2,3,3,2,0,0,3,0,5,1,1,0,1,1,107,77,0,95,0,1,1,17,1,57,2,2
498,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,3,1,3,3,3,1,1,2,1,2,1,0,2,1,2,3,2,1,1,0,1,0,0,3,2,2,0,0,107,29,0,95,0,3,4,14,1,101,2,2
499,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,2,4,2,3,0,1,2,4,2,1,0,4,2,2,3,2,2,1,1,3,0,4,3,0,1,2,0,107,63,1,68,1,4,2,31,1,126,2,2
500,5,0,0,0,2,0,0,0,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,2,3,2,1,1,1,0,0,4,0,2,1,2,0,107,13,1,9,1,4,4,27,1,45,0,2
501,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,3,2,4,0,4,1,2,4,2,1,2,4,1,1,2,2,2,0,1,4,4,4,2,2,2,2,2,53,77,1,41,1,0,2,25,0,126,0,2
502,5,0,4,0,2,0,1,5,1,0,0,1,2,1,0,1,0,1,0,1,0,4,1,2,1,2,1,2,3,2,2,2,3,2,0,1,3,3,2,3,2,2,0,0,107,13,0,95,1,1,2,4,2,45,2,1
503,4,0,0,0,2,2,0,1,1,2,0,2,2,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,2,2,1,0,1,0,0,0,0,1,0,2,0,107,34,1,68,1,4,2,22,1,191,2,2
504,5,0,4,2,3,0,0,4,0,0,0,2,0,0,0,1,0,1,0,1,0,4,1,4,4,4,3,0,2,1,3,2,4,1,1,1,3,0,0,0,0,1,1,0,107,94,0,95,0,0,0,12,1,95,2,2
505,0,0,2,3,2,2,1,5,1,2,1,1,2,1,0,1,0,1,0,1,0,4,1,2,3,2,1,2,4,1,2,2,2,3,0,1,3,3,5,3,2,2,2,2,118,77,1,105,1,2,2,36,1,45,2,2
506,2,0,2,1,2,2,0,5,1,0,0,1,2,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,3,2,2,1,1,3,3,0,0,0,1,2,1,107,77,0,95,0,0,2,15,1,238,2,2
507,4,0,4,3,2,2,0,3,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,3,3,1,2,4,2,2,3,3,1,2,0,4,4,4,2,1,2,2,2,83,77,0,95,1,2,2,9,0,8,0,1
508,4,0,4,2,2,2,0,5,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,2,3,0,1,0,1,0,0,4,3,2,2,2,2,3,77,1,4,1,3,2,14,1,46,2,2
509,1,0,4,2,2,3,1,1,1,3,0,1,2,1,0,1,0,1,0,1,0,4,1,3,0,3,2,2,4,2,2,3,3,3,1,1,3,0,5,2,0,2,2,1,107,77,1,91,1,4,4,10,1,206,2,1
510,5,1,4,0,3,3,2,3,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,4,4,2,1,2,4,3,3,2,2,2,0,1,0,0,4,0,0,2,1,2,10,77,1,9,1,3,4,14,0,210,2,2
511,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,1,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,0,0,1,1,1,0,1,1,107,77,0,95,0,1,1,9,1,172,2,1
512,5,0,4,3,3,3,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,4,2,2,0,3,2,1,3,2,2,2,1,0,0,4,3,1,2,2,2,12,77,1,10,1,4,2,9,1,30,2,1
513,2,0,4,2,3,3,0,0,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,1,2,3,2,1,1,1,3,0,4,1,1,2,2,1,107,77,0,95,1,1,3,13,1,45,2,2
514,4,0,4,3,2,2,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,4,3,2,4,3,2,2,2,3,2,2,1,0,0,3,3,1,2,0,0,107,13,0,95,1,1,2,17,0,95,1,2
515,5,1,0,0,3,0,2,4,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,2,1,1,2,0,1,2,1,3,3,2,1,1,1,1,0,107,27,0,95,0,2,1,26,1,64,2,2
516,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,1,4,1,2,1,2,1,0,3,1,2,0,3,1,2,0,0,1,0,3,1,1,1,1,107,77,0,95,0,1,1,10,1,0,0,1
517,5,1,2,2,3,3,0,4,1,2,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,2,0,1,1,1,1,1,1,1,107,77,0,95,0,1,1,4,1,249,1,1
518,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,4,2,4,4,3,0,1,2,4,2,1,3,2,2,2,3,3,2,0,0,0,0,4,2,2,2,2,0,107,4,1,4,1,3,2,35,0,126,0,2
519,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,2,1,4,0,3,0,1,3,0,2,2,0,3,2,2,3,2,2,0,1,4,3,4,0,2,2,2,2,12,77,1,10,1,4,2,41,0,166,2,2
520,2,0,0,0,2,2,0,0,1,3,1,1,2,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,3,3,1,1,1,3,3,4,1,1,2,2,2,10,77,1,9,1,4,2,10,0,47,2,1
521,2,0,3,1,2,0,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,1,3,3,2,2,1,3,3,3,2,1,0,2,1,107,77,1,9,1,4,2,12,1,0,2,2
522,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,1,2,3,3,0,1,3,3,2,1,2,4,2,1,2,2,2,1,1,3,0,1,3,1,1,1,1,107,77,0,95,0,3,1,18,1,187,0,2
523,4,0,2,2,2,2,1,3,1,0,1,1,0,1,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,2,0,1,0,1,3,0,4,2,2,2,2,0,107,60,1,68,1,4,4,10,1,0,1,1
524,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,4,2,3,3,3,0,1,2,1,2,1,0,0,1,2,2,2,2,0,1,0,1,5,0,1,1,2,1,107,77,0,95,0,3,2,9,1,11,0,1
525,2,0,0,0,2,2,2,4,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,2,1,2,0,1,2,0,0,2,4,1,1,1,2,2,56,77,0,95,1,3,4,11,1,47,2,1
526,5,0,4,0,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,3,2,1,3,3,1,1,1,4,0,5,1,1,1,2,1,107,77,1,68,1,4,2,36,1,95,0,2
527,4,1,0,2,2,2,0,1,1,0,0,2,0,0,0,1,0,1,0,1,0,4,1,3,4,3,2,0,2,1,2,3,3,2,1,1,0,0,4,1,1,2,2,2,10,77,1,9,1,0,4,19,0,8,1,2
528,4,0,0,0,2,0,2,4,1,2,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,3,3,4,1,1,0,1,1,107,77,0,95,0,1,1,1,1,8,2,0
529,1,0,2,3,2,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,0,1,2,3,0,1,2,2,1,1,5,1,1,2,2,1,107,77,1,9,1,3,2,6,1,251,2,1
530,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,1,2,3,3,1,1,4,4,2,1,0,3,2,1,2,0,2,0,1,3,3,2,0,0,0,0,0,107,84,0,95,0,1,4,3,1,126,0,1
531,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,2,4,2,3,1,1,2,1,2,1,0,0,2,2,3,0,1,0,0,0,0,5,1,1,1,2,2,10,77,1,9,1,4,2,16,1,141,2,2
