,index,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,title
164,224,5.0,3.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3,1.0,2.0,4.0,3.0,1,0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3,3.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,3,2.0,2,1,3,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,1.0,5.0,3.0,2.0,3.0,1,4.0,3.0,1.0,2.0,2.0,4,2.0,20.0,172.0,56.0,1.0,1,2,4,2,2,2,224s
165,225,5.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4,2.0,1.0,4.0,2.0,1,0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,4.0,5.0,5.0,4.0,1.0,3.0,2,3.0,4.0,4.0,3.0,5.0,3.0,3.0,3.0,4,3.0,3,3,1,2.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1,3.0,2.0,4.0,4.0,3.0,4,5.0,20.0,176.0,64.0,1.0,1,2,4,2,2,2,225y
166,227,5.0,2.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,3.0,2,0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,5.0,3.0,2.0,1.0,5.0,3.0,4.0,5.0,1.0,4.0,3,2.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3,1.0,2,1,2,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,1,2.0,3.0,3.0,2.0,2.0,3,2.0,19.0,168.0,68.0,3.0,2,2,4,2,2,2,227P
167,228,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,2,1.0,3.0,3.0,3.0,1,0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,2,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3,2.0,3,2,3,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,1,5.0,1.0,1.0,1.0,1.0,1,4.0,20.0,157.0,48.0,2.0,2,2,4,2,2,2,228V
168,229,4.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,3.0,2.0,2.0,1,0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,5.0,5,3.0,3.0,4.0,2.0,5.0,2.0,2.0,5.0,3,1.0,4,1,3,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1,1.0,2.0,2.0,4.0,1.0,2,2.0,21.0,173.0,73.0,5.0,1,2,4,2,2,2,229M
169,230,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,5,2.0,3.0,4.0,2.0,1,1,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,5.0,2,2.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,3,2.0,4,3,1,3.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,1,3.0,5.0,4.0,2.0,4.0,2,3.0,19.0,173.0,63.0,1.0,2,2,4,2,2,2,230y
170,232,5.0,3.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,1.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,5.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3,3.0,5.0,5.0,5.0,3,0,3.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,4.0,5.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3,1.0,2,3,1,3.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1,4.0,1.0,1.0,3.0,1.0,5,4.0,19.0,168.0,60.0,2.0,2,2,4,2,2,1,232v
171,234,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,3.0,1.0,4.0,4,4.0,1.0,5.0,4.0,3,0,2.0,2.0,3.0,1.0,4.0,5.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,5.0,4.0,3.0,1.0,1,3.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4,1.0,2,1,3,1.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1,5.0,4.0,2.0,1.0,1.0,1,3.0,18.0,168.0,65.0,1.0,2,2,2,2,2,2,234r
172,235,5.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,4.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5,3.0,1.0,1.0,2.0,1,2,3.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,3.0,1.0,3.0,1,3.0,4.0,4.0,3.0,5.0,2.0,2.0,5.0,4,1.0,3,3,3,3.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1,3.0,5.0,3.0,3.0,4.0,2,3.0,16.0,174.0,64.0,0.0,2,2,4,1,0,1,235K
173,236,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,1,1.0,5.0,5.0,1.0,1,1,4.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,3,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,3,1.0,3,2,3,1.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2,3.0,5.0,5.0,5.0,5.0,5,5.0,19.0,171.0,57.0,0.0,2,2,4,1,0,1,236y
174,237,5.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,1,4.0,3.0,3.0,5.0,2,0,2.0,5.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,5.0,4.0,2.0,5.0,3,5.0,4.0,5.0,2.0,5.0,3.0,4.0,1.0,3,1.0,3,2,1,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,2.0,1,3.0,5.0,3.0,4.0,4.0,2,3.0,18.0,173.0,64.0,3.0,2,2,4,2,0,2,237W
175,239,5.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5,3.0,5.0,3.0,4.0,2,0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,3.0,4.0,1.0,3.0,2,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0,3,3.0,4,3,3,2.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2,3.0,4.0,4.0,3.0,4.0,2,4.0,21.0,173.0,59.0,1.0,2,0,4,1,0,1,239u
176,240,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3,3.0,5.0,3.0,2.0,2,2,3.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,2,2.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,4,1.0,4,1,3,1.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1,2.0,1.0,4.0,3.0,2.0,3,4.0,21.0,180.0,80.0,1.0,1,2,2,2,0,1,240u
177,241,5.0,4.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,2.0,5.0,5,5.0,3.0,4.0,4.0,1,0,4.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,1,5.0,5.0,4.0,2.0,4.0,3.0,1.0,4.0,4,2.0,3,2,1,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,1.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,1,5.0,5.0,4.0,3.0,4.0,3,5.0,18.0,180.0,60.0,1.0,2,2,4,1,0,1,241q
178,244,5.0,3.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,2.0,1.0,5.0,5.0,2.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,4,5.0,3.0,5.0,4.0,1,0,3.0,2.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,5.0,3,1.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,3,1.0,3,1,2,1.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,5.0,2.0,3.0,3.0,3,3.0,2.0,1.0,1.0,4.0,2,3.0,20.0,160.0,46.0,0.0,2,2,4,1,0,1,244s
179,245,5.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,4.0,5.0,3.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,4.0,1.0,5,1.0,5.0,5.0,2.0,1,0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,5.0,2,4.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4,3.0,5,1,1,4.0,4.0,1.0,4.0,5.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,2,1.0,1.0,4.0,5.0,4.0,3,4.0,19.0,172.0,60.0,1.0,2,2,1,2,0,1,245o
180,246,5.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,4,4.0,5.0,4.0,1.0,1,2,3.0,3.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,2,5.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3,2.0,4,1,1,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,1.0,1,4.0,5.0,5.0,2.0,3.0,3,4.0,27.0,180.0,80.0,0.0,1,2,6,1,0,1,246N
181,248,5.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,3,3.0,4.0,4.0,4.0,1,0,4.0,3.0,2.0,5.0,3.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,5.0,4.0,5.0,4.0,1.0,4.0,1,4.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,3,3.0,3,3,3,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,1,3.0,4.0,5.0,4.0,5.0,4,5.0,19.0,160.0,55.0,2.0,2,2,4,2,0,1,248T
182,250,5.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,1.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,2.0,1.0,1,2.0,3.0,3.0,2.0,1,0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,1,3.0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,3,2.0,4,2,3,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,1,4.0,5.0,3.0,3.0,4.0,2,5.0,20.0,176.0,63.0,0.0,2,2,4,1,0,1,250x
183,251,5.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,1.0,3,2.0,2.0,5.0,3.0,1,0,3.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1,5.0,5.0,5.0,2.0,5.0,3.0,1.0,5.0,3,3.0,3,1,3,1.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,1,3.0,5.0,1.0,4.0,3.0,1,4.0,19.0,164.0,60.0,2.0,2,2,4,2,2,2,251v
184,252,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,4.0,1,3.0,3.0,3.0,2.0,3,0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0,1,3.0,5.0,4.0,5.0,4.0,4.0,1.0,5.0,3,1.0,3,2,3,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,1,5.0,5.0,3.0,2.0,2.0,2,3.0,20.0,155.0,44.0,0.0,2,2,4,1,2,2,252t
185,253,5.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,5.0,2.0,5.0,2.0,5.0,5.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1,2.0,1.0,2.0,2.0,1,0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,1,1.0,2.0,5.0,4.0,1.0,3.0,4.0,5.0,2,1.0,5,2,4,5.0,4.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,1,3.0,1.0,1.0,1.0,5.0,3,3.0,17.0,167.0,57.0,2.0,2,0,1,1,0,1,253y
